transaction_id,customer_id,transaction_date,amount,items,merchant_category,channel,country,customer_age,loyalty_points,batch_version
TXN-000310,CUST-0302,2026-01-05,12.48,1,groceries,mobile,GB,65,2255,v3
TXN-000311,CUST-0100,2026-03-10,11.4,5,fuel,online,US,53,1173,v3
TXN-000312,CUST-0368,2026-05-10,20.17,10,healthcare,mobile,DE,50,2602,v3
TXN-000313,CUST-0040,2026-02-22,21.2,2,groceries,in_store,GB,76,3664,v3
TXN-000314,CUST-0123,2026-06-24,59.07,7,fuel,online,DE,61,3838,v3
TXN-000315,CUST-0204,2026-02-02,31.33,1,utilities,in_store,US,81,287,v3
TXN-000316,CUST-0209,2026-05-13,27.39,1,utilities,online,US,80,3663,v3
TXN-000317,CUST-0306,2026-03-12,10.86,10,travel,online,GB,63,4549,v3
TXN-000318,CUST-0164,2026-03-19,13.81,7,healthcare,in_store,US,64,2903,v3
TXN-000319,CUST-0167,2026-06-05,6.27,6,utilities,in_store,NL,23,4663,v3
TXN-000320,CUST-0216,2026-04-05,6.06,11,electronics,online,US,66,1634,v3
TXN-000321,CUST-0176,2026-06-05,29.86,8,travel,online,GB,78,162,v3
TXN-000322,CUST-0362,2026-04-23,17.27,9,utilities,in_store,GB,29,2708,v3
TXN-000323,CUST-0037,2026-03-20,52.58,7,travel,in_store,US,70,4868,v3
TXN-000324,CUST-0098,2026-04-10,-18.47,10,restaurants,online,GB,42,27,v3
TXN-000325,CUST-0323,2026-06-03,34.3,4,groceries,in_store,DE,18,3089,v3
TXN-000326,CUST-0108,2026-04-25,16.31,4,healthcare,online,GB,30,19,v3
TXN-000327,CUST-0178,2026-05-19,15.46,6,restaurants,mobile,GB,78,4726,v3
TXN-000328,CUST-0298,2026-03-27,24.64,4,groceries,in_store,FR,21,1740,v3
TXN-000329,CUST-0118,2026-01-08,9.58,1,healthcare,online,US,45,826,v3
TXN-000330,CUST-0330,2026-05-31,22.88,10,groceries,online,FR,77,517,v3
TXN-000331,CUST-0364,2026-06-05,22.22,10,restaurants,in_store,GB,18,4164,v3
TXN-000332,CUST-0053,2026-04-17,15.75,9,healthcare,mobile,GB,34,2969,v3
TXN-000333,CUST-0301,2026-06-09,17.98,11,utilities,online,FR,25,4301,v3
TXN-000334,CUST-0026,2026-04-16,21.71,3,travel,online,GB,71,173,v3
TXN-000335,CUST-0025,2026-06-14,13.17,3,fuel,mobile,NL,71,4403,v3
TXN-000336,CUST-0037,not-a-date,55.03,11,groceries,mobile,FR,48,556,v3
TXN-000337,CUST-0353,2026-06-09,65.48,11,electronics,in_store,GB,50,2936,v3
TXN-000338,CUST-0037,2026-03-18,13.18,1,groceries,online,GB,70,2605,v3
TXN-000339,CUST-0002,2026-04-07,25.18,1,groceries,mobile,GB,59,4634,v3
TXN-000340,CUST-0329,2026-06-10,13.95,10,   ,in_store,FR,73,2828,v3
TXN-000341,CUST-0009,2026-03-20,19.06,10,electronics,mobile,GB,19,1087,v3
TXN-000342,CUST-0017,2026-06-22,-53.96,10,  ,online,US,60,2013,v3
TXN-000343,CUST-0159,2026-03-13,11.0,4,electronics,in_store,GB,76,3247,v3
TXN-000344,CUST-0354,,15.17,3,  ,online,GB,31,363,v3
TXN-000345,CUST-0318,2026-04-30,4.99,1,electronics,online,NL,28,3009,v3
TXN-000346,CUST-0058,2026-01-26,9.41,9,utilities,online,GB,47,4087,v3
TXN-000347,CUST-0386,2026-03-19,71.91,6,travel,in_store,GB,36,4913,v3
TXN-000348,CUST-0216,2026-02-15,42.58,3,electronics,online,GB,61,2268,v3
TXN-000349,CUST-0227,2026-02-16,28.02,7,electronics,in_store,GB,24,2971,v3
TXN-000350,CUST-0039,2026-06-28,8.94,8,utilities,online,GB,52,unknown,v3
TXN-000351,CUST-0092,2026-13-45,13.93,6,utilities,online,ES,67,1049,v3
TXN-000352,CUST-0069,2026-02-17,43.06,9,restaurants,online,GB,22,2487,v3
TXN-000353,CUST-0036,2026-06-20,31.25,10,utilities,online,GB,38,4031,v3
TXN-000354,CUST-0265,2026-02-01,8.59,9,utilities,online,GB,73,3358,v3
TXN-000355,CUST-0146,2026-04-10,18.49,6,healthcare,online,GB,60,3618,v3
TXN-000356,CUST-0372,,34.12,4,healthcare,mobile,US,73,2292,v3
TXN-000357,CUST-0079,2026-01-13,9.9,6,travel,online,GB,46,1993,v3
TXN-000358,CUST-0001,2026-04-19,38.7,8,utilities,online,DE,28,4896,v3
TXN-000359,CUST-0171,2026-04-21,10.92,3,groceries,in_store,US,71,3928,v3
TXN-000360,CUST-0193,2026-04-29,7.37,1,electronics,online,DE,60,685,v3
TXN-000361,CUST-0160,2026-02-28,12.66,7,healthcare,online,US,37,4683,v3
TXN-000362,CUST-0195,2026-05-25,10.32,2,travel,online,GB,74,4902,v3
TXN-000363,CUST-0038,2026-05-23,25.62,4,travel,online,ES,81,2393,v3
TXN-000364,CUST-0104,2026-04-10,17.91,7,healthcare,online,GB,23,155,v3
TXN-000365,CUST-0280,2026-05-17,2.86,3,utilities,in_store,GB,27,n/a ,v3
TXN-000366,CUST-0304,2026-03-26,15.19,11,restaurants,mobile,ES,51,2934,v3
TXN-000367,CUST-0269,2026-04-16,-52.78,3,travel,online,GB,80,69,v3
TXN-000368,CUST-0206,2026-01-19,6.97,4,utilities,online,ES,65,2147,v3
TXN-000369,CUST-0063,2026-01-25,32.16,3,electronics,in_store,ES,25,3998,v3
TXN-000370,CUST-0368,2026-03-28,26.58,10,groceries,online,FR,52,1958,v3
TXN-000371,CUST-0259,2026-01-10,12.69,8,healthcare,mobile,GB,65,2268,v3
TXN-000372,CUST-0359,2026-02-26,33.06,3,groceries,in_store,US,55,1156,v3
TXN-000373,CUST-0143,2026-03-01,17.71,6,travel,mobile,DE,18,391,v3
TXN-000374,CUST-0217,2026-03-02,-8.79,1,electronics,mobile,GB,74,4108,v3
TXN-000375,CUST-0298,2026-01-21,12.61,4,groceries,in_store,GB,60,4093,v3
TXN-000376,CUST-0389,2026-02-07,34.96,1,electronics,mobile,DE,44,2359,v3
TXN-000377,CUST-0033,2026-02-17,6.91,2,utilities,online,GB,55,989,v3
TXN-000378,CUST-0136,2026-04-02,86.17,3,groceries,mobile,GB,65,4528,v3
TXN-000379,CUST-0356,2026-01-09,8.18,10,electronics,in_store,ES,22,2747,v3
TXN-000380,CUST-0388,2026-01-11,22.0,7,fuel,online,GB,78,1072,v3
TXN-000381,CUST-0268,not-a-date,41.13,-1,electronics,mobile,NL,36,214,v3
TXN-000382,CUST-0122,2026-05-26,16.17,2,healthcare,online,DE,36,2312,v3
TXN-000383,CUST-0146,2026-06-25,16.44,3,fuel,mobile,DE,49,3103,v3
TXN-000384,CUST-0056,2026-06-17,44.34,5,travel,online,DE,51,1079,v3
TXN-000385,CUST-0179,2026-06-10,46.53,5,restaurants,online,GB,23,678,v3
TXN-000386,CUST-0317,2026-03-21,28.08,9,groceries,online,GB,80,789,v3
TXN-000387,CUST-0260,2026-01-09,-10.57,7,travel,mobile,GB,68,2933,v3
TXN-000388,CUST-0093,2026-04-09,19.24,6,restaurants,online,DE,64,4512,v3
TXN-000389,CUST-0288,2026-02-01,5.63,1,healthcare,mobile,GB,51,2571,v3
TXN-000390,CUST-0099,2026-03-29,41.93,5,healthcare,online,DE,21,4188,v3
TXN-000391,CUST-0071,2026-04-21,70.23,2,electronics,in_store,DE,78,1721,v3
TXN-000392,CUST-0005,2026-06-12,2.91,4,groceries,in_store,GB,50,967,v3
TXN-000393,CUST-0106,2026-05-23,10.96,1,groceries,online,GB,60,2128,v3
TXN-000394,CUST-0354,2026-04-05,-22.15,8,groceries,in_store,DE,67,758,v3
TXN-000395,CUST-0367,2026-13-45,43.81,2,restaurants,online,GB,21,1669,v3
TXN-000396,CUST-0279,2026-02-14,34.25,8,groceries,online,GB,34,4633,v3
TXN-000397,CUST-0086,2026-06-22,2.33,9,electronics,in_store,US,55,3465,v3
TXN-000398,CUST-0161,2026-05-05,68.86,10,groceries,in_store,DE,69,4878,v3
TXN-000399,CUST-0338,2026-03-14,7.66,5,restaurants,online,GB,49,3022,v3
TXN-000400,CUST-0134,2026-05-14,17.94,4,groceries,in_store,US,69,0,v3
TXN-000401,CUST-0214,2026-03-14,42.95,4,restaurants,mobile,FR,57,4043,v3
TXN-000402,CUST-0313,2026-05-31,25.31,7,electronics,online,US,75,1386,v3
TXN-000403,CUST-0090,2026-03-26,-26.79,3,travel,online,GB,76,1924,v3
TXN-000404,CUST-0322,2026-06-08,19.35,9,healthcare,in_store,GB,43,1311,v3
TXN-000405,CUST-0323,2026-02-18,35.26,8,restaurants,online,NL,72,4110,v3
TXN-000406,CUST-0149,2026-04-12,18.06,8,healthcare,online,GB,74,2108,v3
TXN-000407,CUST-0180,2026-01-18,7.39,8,utilities,online,GB,42,1888,v3
TXN-000408,CUST-0297,2026-05-11,21.19,4,utilities,online,GB,59,3799,v3
TXN-000409,CUST-0262,2026-03-27,12.47,9,fuel,in_store,NL,37,476,v3
TXN-000410,CUST-0008,2026-03-07,-28.31,2,groceries,online,FR,60,2050,v3
TXN-000411,CUST-0206,2026-05-04,78.95,4,groceries,mobile,DE,70,2366,v3
TXN-000412,CUST-0308,2026-02-01,8.45,11,electronics,mobile,US,66,4611,v3
TXN-000413,CUST-0155,2026-02-12,48.9,8,healthcare,online,GB,54,3540,v3
TXN-000414,CUST-0269,2026-03-31,-16.25,2,groceries,online,GB,58,2157,v3
TXN-000415,CUST-0280,2026-02-03,21.9,9,fuel,in_store,GB,45,913,v3
TXN-000416,CUST-0307,2026-05-08,11.35,11,groceries,online,US,23,865,v3
TXN-000417,CUST-0161,2026-02-18,16.53,5,utilities,in_store,FR,42,2456,v3
TXN-000418,CUST-0153,2026-06-25,33.38,4,electronics,mobile,GB,59,1682,v3
TXN-000419,CUST-0079,2026-04-22,18.73,7,electronics,online,GB,58,965,v3
TXN-000420,CUST-0191,2026-04-16,14.83,9,restaurants,online,GB,24,1262,v3
TXN-000421,CUST-0239,2026-04-07,13.65,5,utilities,in_store,DE,63,2210,v3
TXN-000422,CUST-0020,2026-05-28,46.79,5,utilities,in_store,GB,54,3283,v3
TXN-000423,CUST-0258,2026-05-21,19.27,7,fuel,in_store,US,22,4948,v3
TXN-000424,CUST-0295,2026-03-25,73.34,4,healthcare,online,GB,31,3527,v3
TXN-000425,CUST-0345,2026-03-12,15.04,7,healthcare,in_store,US,37,870,v3
TXN-000426,CUST-0224,2026-01-06,71.95,6,restaurants,mobile,GB,28,993,v3
TXN-000427,CUST-0125,2026-04-19,27.98,11,utilities,in_store,GB,49,4943,v3
TXN-000428,CUST-0293,2026-02-17,37.45,10,electronics,online,ES,45,2218,v3
TXN-000429,CUST-0026,2026-06-29,10.56,10,fuel,online,US,53,309,v3
TXN-000430,CUST-0303,2026-05-20,8.35,9,restaurants,online,US,38,56,v3
TXN-000431,CUST-0392,2026-01-14,30.09,7,groceries,mobile,DE,39,4019,v3
TXN-000432,CUST-0015,2026-06-21,11.52,3,travel,online,GB,40,917,v3
TXN-000433,CUST-0157,2026-02-23,15.38,3,utilities,in_store,GB,71,4968,v3
TXN-000434,CUST-0200,2026-01-21,31.52,7,healthcare,online,FR,44,382,v3
TXN-000435,CUST-0364,2026-04-30,10.53,10,restaurants,mobile,GB,61,1873,v3
TXN-000436,CUST-0122,2026-05-20,45.59,10,healthcare,online,GB,78,2572,v3
TXN-000437,CUST-0144,2026-04-22,12.5,5,electronics,online,GB,74,4364,v3
TXN-000438,CUST-0177,2026-04-21,31.17,1,restaurants,online,FR,72,2368,v3
TXN-000439,CUST-0132,2026-05-08,22.99,9,utilities,online,US,55,2102,v3
TXN-000440,CUST-0294,2026-01-24,122.25,7,healthcare,online,GB,54,2186,v3
TXN-000441,CUST-0299,2026-06-28,11.6,10,fuel,in_store,GB,80,179,v3
TXN-000442,CUST-0271,2026-04-08,36.95,4,electronics,in_store,US,51,4178,v3
TXN-000443,CUST-0158,2026-05-30,28.77,2,fuel,mobile,NL,21,1024,v3
TXN-000444,CUST-0181,2026-06-17,25.68,10,electronics,in_store,NL,52,797,v3
TXN-000445,CUST-0164,2026-01-12,110.72,5,electronics,in_store,DE,50,3421,v3
TXN-000446,CUST-0344,2026-02-13,46.0,5,travel,online,FR,51,4671,v3
TXN-000447,CUST-0319,2026-05-06,42.21,3,utilities,in_store,US,40,1082,v3
TXN-000448,CUST-0382,2026-03-25,27.76,9,travel,in_store,FR,81,512,v3
TXN-000449,CUST-0031,2026-02-25,46.88,1,groceries,in_store,DE,52,4117,v3
TXN-000450,CUST-0089,2026-03-31,-6.18,9,utilities,online,FR,61,62,v3
