transaction_id,customer_id,transaction_date,amount,items,merchant_category,channel,country,customer_age,loyalty_points,promo_code
TXN-000303,CUST-0396,2026-06-20,43.06,9.0,travel,in_store,ES,,,
TXN-000304,CUST-0346,2026-02-01,31.25,5.0,restaurants,online,GB,60.0,1551.0,
TXN-000305,CUST-0037,2026-04-10,8.59,10.0,utilities,online,ES,64.0,,
TXN-000306,CUST-0167,2026-04-11,18.49,3.0,restaurants,online,GB,47.0,4362.0,
TXN-000307,CUST-0187,2026-01-13,34.12,5.0,groceries,mobile,GB,43.0,3138.0,
TXN-000308,CUST-0255,2026-04-19,9.9,10.0,utilities,online,ES,80.0,2295.0,
TXN-000309,CUST-0197,2026-04-21,38.7,8.0,fuel,in_store,DE,68.0,,
TXN-000310,CUST-0302,2026-04-29,10.92,11.0,fuel,in_store,US,,3772.0,
TXN-000311,CUST-0100,2026-02-28,7.37,3.0,restaurants,online,GB,77.0,,
TXN-000312,CUST-0368,2026-05-25,12.66,4.0,restaurants,online,GB,,1611.0,
TXN-000313,CUST-0040,2026-05-23,10.32,10.0,healthcare,online,ES,48.0,1065.0,
TXN-000314,CUST-0123,2026-04-10,25.62,4.0,fuel,online,NL,19.0,2255.0,
TXN-000315,CUST-0204,2026-05-17,17.91,2.0,electronics,mobile,US,,2615.0,
TXN-000316,CUST-0209,2026-03-26,2.86,9.0,travel,mobile,GB,55.0,2781.0,
TXN-000317,CUST-0306,2026-04-16,15.19,11.0,utilities,online,US,18.0,394.0,
TXN-000318,CUST-0164,2026-01-19,52.78,9.0,travel,in_store,GB,45.0,,
TXN-000319,CUST-0167,2026-01-25,6.97,4.0,utilities,in_store,GB,69.0,,
TXN-000320,CUST-0216,2026-03-28,32.16,8.0,groceries,in_store,GB,43.0,3888.0,
TXN-000321,CUST-0176,2026-01-10,26.58,10.0,electronics,online,US,,,
TXN-000322,CUST-0362,2026-02-26,12.69,5.0,groceries,online,GB,32.0,,
TXN-000323,CUST-0037,2026-03-01,33.06,5.0,electronics,online,US,23.0,3417.0,WELCOME
TXN-000324,CUST-0098,2026-03-02,17.71,9.0,restaurants,in_store,GB,70.0,823.0,
TXN-000325,CUST-0323,2026-01-21,8.79,6.0,groceries,mobile,FR,70.0,3117.0,
TXN-000326,CUST-0108,2026-02-07,12.61,2.0,restaurants,online,GB,48.0,150.0,
TXN-000327,CUST-0178,2026-02-17,34.96,4.0,fuel,in_store,DE,30.0,2671.0,
TXN-000328,CUST-0298,2026-04-02,6.91,3.0,travel,in_store,FR,75.0,,
TXN-000329,CUST-0118,2026-01-09,86.17,10.0,travel,mobile,GB,53.0,,
TXN-000330,CUST-0330,2026-01-11,8.18,6.0,restaurants,online,GB,31.0,2657.0,
TXN-000331,CUST-0364,2026-01-28,22.0,4.0,fuel,in_store,GB,20.0,409.0,
TXN-000332,CUST-0053,2026-05-26,41.13,10.0,groceries,online,GB,,1804.0,
TXN-000333,CUST-0301,2026-06-25,16.17,6.0,fuel,online,GB,57.0,2546.0,
TXN-000334,CUST-0026,2026-06-17,16.44,7.0,utilities,online,ES,31.0,983.0,
TXN-000335,CUST-0025,2026-06-10,44.34,1.0,travel,mobile,,26.0,,
TXN-000336,CUST-0037,2026-03-21,46.53,2.0,utilities,in_store,GB,28.0,555.0,
TXN-000337,CUST-0353,2026-01-09,28.08,4.0,fuel,in_store,GB,55.0,,
TXN-000338,CUST-0037,2026-04-09,10.57,8.0,fuel,online,NL,75.0,,
TXN-000339,CUST-0002,2026-02-01,19.24,11.0,healthcare,mobile,FR,50.0,,
TXN-000340,CUST-0329,2026-03-29,5.63,4.0,healthcare,mobile,ES,71.0,,
TXN-000341,CUST-0009,2026-04-21,41.93,10.0,restaurants,online,GB,40.0,,
TXN-000342,CUST-0017,2026-06-12,70.23,3.0,fuel,online,GB,,4743.0,VIP
TXN-000343,CUST-0159,2026-05-23,2.91,9.0,groceries,online,NL,45.0,,
TXN-000344,CUST-0354,2026-04-05,10.96,2.0,travel,mobile,GB,27.0,1109.0,SPRING10
TXN-000345,CUST-0318,2026-02-17,22.15,8.0,travel,mobile,US,39.0,3327.0,
TXN-000346,CUST-0058,2026-02-14,43.81,8.0,groceries,in_store,US,77.0,,
TXN-000347,CUST-0386,2026-06-22,34.25,1.0,healthcare,in_store,GB,62.0,4000.0,
TXN-000348,CUST-0216,2026-05-05,2.33,1.0,fuel,online,GB,,2146.0,
TXN-000349,CUST-0227,2026-03-14,68.86,4.0,electronics,mobile,GB,,4921.0,
TXN-000350,CUST-0039,2026-05-14,7.66,6.0,restaurants,online,,18.0,4296.0,
TXN-000351,CUST-0092,2026-03-14,17.94,3.0,restaurants,online,US,69.0,,
TXN-000352,CUST-0069,2026-05-31,42.95,1.0,electronics,online,FR,,3662.0,SPRING10
TXN-000353,CUST-0036,2026-03-26,25.31,2.0,electronics,mobile,GB,42.0,,WELCOME
TXN-000354,CUST-0265,2026-06-08,26.79,4.0,travel,mobile,US,34.0,,
TXN-000355,CUST-0146,2026-02-18,19.35,7.0,fuel,in_store,DE,,1095.0,
TXN-000356,CUST-0372,2026-04-12,35.26,10.0,travel,mobile,,44.0,990.0,WELCOME
TXN-000357,CUST-0079,2026-01-18,18.06,1.0,utilities,mobile,GB,,,
TXN-000358,CUST-0001,2026-05-11,7.39,6.0,travel,mobile,GB,66.0,,
TXN-000359,CUST-0171,2026-03-27,21.19,6.0,fuel,online,US,24.0,2886.0,
TXN-000360,CUST-0193,2026-03-07,12.47,4.0,groceries,mobile,ES,,1288.0,
TXN-000361,CUST-0160,2026-05-04,28.31,6.0,fuel,in_store,GB,48.0,969.0,VIP
TXN-000362,CUST-0195,2026-02-01,78.95,2.0,travel,online,FR,,4929.0,
TXN-000363,CUST-0038,2026-02-12,8.45,1.0,travel,online,US,,4962.0,
TXN-000364,CUST-0104,2026-03-31,48.9,8.0,fuel,in_store,US,,2383.0,
TXN-000365,CUST-0280,2026-02-03,16.25,8.0,restaurants,online,GB,29.0,,
TXN-000366,CUST-0304,2026-05-08,21.9,2.0,fuel,mobile,,29.0,2074.0,VIP
TXN-000367,CUST-0269,2026-02-18,11.35,6.0,fuel,mobile,GB,49.0,3393.0,
TXN-000368,CUST-0206,2026-06-25,16.53,8.0,travel,online,GB,39.0,,
TXN-000369,CUST-0063,2026-04-22,33.38,7.0,electronics,online,GB,30.0,4653.0,
TXN-000370,CUST-0368,2026-04-16,18.73,1.0,restaurants,online,US,34.0,,
TXN-000371,CUST-0259,2026-04-07,14.83,2.0,electronics,online,NL,46.0,2947.0,
TXN-000372,CUST-0359,2026-05-28,13.65,5.0,utilities,in_store,NL,60.0,4594.0,SPRING10
TXN-000373,,,,,,,,,4874.0,
TXN-000374,CUST-0217,2026-03-25,19.27,2.0,travel,in_store,FR,63.0,3004.0,
TXN-000375,CUST-0298,2026-03-12,73.34,1.0,electronics,in_store,GB,29.0,,
TXN-000376,CUST-0389,2026-01-06,15.04,5.0,groceries,online,GB,30.0,,
TXN-000377,CUST-0033,2026-04-19,71.95,10.0,restaurants,mobile,DE,81.0,560.0,
TXN-000378,CUST-0136,2026-02-17,27.98,2.0,restaurants,online,DE,46.0,,
TXN-000379,CUST-0356,2026-06-29,37.45,5.0,electronics,online,US,,2482.0,
TXN-000380,CUST-0388,2026-05-20,10.56,4.0,groceries,online,GB,,,
TXN-000381,CUST-0268,2026-01-14,8.35,10.0,restaurants,in_store,DE,,4446.0,
TXN-000382,CUST-0122,2026-06-21,30.09,2.0,travel,online,DE,29.0,,
TXN-000383,CUST-0146,2026-02-23,11.52,9.0,groceries,online,DE,81.0,4422.0,
TXN-000384,CUST-0056,2026-01-21,15.38,2.0,travel,mobile,US,22.0,,
TXN-000385,CUST-0179,2026-04-30,31.52,3.0,groceries,online,US,41.0,883.0,
TXN-000386,CUST-0317,2026-05-20,10.53,4.0,fuel,mobile,ES,50.0,2471.0,
TXN-000387,CUST-0260,2026-04-22,45.59,3.0,fuel,in_store,FR,,,
TXN-000388,CUST-0093,2026-04-21,12.5,1.0,travel,in_store,US,48.0,1720.0,
TXN-000389,CUST-0288,2026-05-08,31.17,7.0,utilities,in_store,,44.0,,
TXN-000390,CUST-0099,2026-01-24,22.99,10.0,restaurants,online,GB,45.0,4438.0,
TXN-000391,CUST-0071,2026-06-28,122.25,1.0,restaurants,mobile,GB,20.0,95.0,
TXN-000392,CUST-0005,2026-04-08,11.6,4.0,groceries,online,,71.0,4006.0,
TXN-000393,CUST-0106,2026-05-30,36.95,4.0,electronics,mobile,GB,31.0,,
TXN-000394,CUST-0354,2026-06-17,28.77,9.0,fuel,in_store,FR,28.0,,
TXN-000395,CUST-0367,2026-01-12,25.68,7.0,groceries,in_store,US,61.0,1192.0,
TXN-000396,CUST-0279,2026-02-13,110.72,2.0,utilities,in_store,GB,77.0,,
TXN-000397,CUST-0086,2026-05-06,46.0,1.0,healthcare,in_store,ES,31.0,,
TXN-000398,CUST-0161,2026-03-25,42.21,5.0,groceries,online,FR,24.0,2621.0,
TXN-000399,CUST-0338,2026-02-25,27.76,7.0,utilities,in_store,NL,70.0,1210.0,
TXN-000400,,,,,,,,,4082.0,
TXN-000401,CUST-0214,2026-01-17,6.18,10.0,electronics,online,GB,,,
TXN-000402,CUST-0313,2026-04-09,21.81,10.0,fuel,online,GB,78.0,,
TXN-000403,CUST-0090,2026-05-17,8.29,1.0,healthcare,online,GB,78.0,116.0,
TXN-000404,CUST-0322,2026-01-30,10.6,5.0,restaurants,in_store,GB,72.0,842.0,
TXN-000405,CUST-0323,2026-03-16,21.33,2.0,travel,in_store,FR,75.0,4630.0,
TXN-000406,CUST-0149,2026-05-28,20.45,5.0,groceries,mobile,US,55.0,,
TXN-000407,CUST-0180,2026-01-31,43.69,2.0,utilities,in_store,DE,54.0,,
TXN-000408,CUST-0297,2026-05-13,7.53,4.0,utilities,in_store,,74.0,,
TXN-000409,CUST-0262,2026-06-14,8.89,5.0,groceries,in_store,FR,58.0,,
TXN-000410,CUST-0008,2026-06-04,17.96,5.0,fuel,online,FR,30.0,141.0,
TXN-000411,CUST-0206,2026-03-06,11.57,2.0,utilities,online,GB,50.0,1626.0,
TXN-000412,CUST-0308,2026-05-14,25.82,9.0,fuel,in_store,GB,64.0,,
TXN-000413,CUST-0155,2026-01-23,20.48,5.0,groceries,online,GB,70.0,3373.0,
TXN-000414,CUST-0269,2026-01-03,14.42,7.0,healthcare,online,GB,75.0,3289.0,
TXN-000415,CUST-0280,2026-05-09,7.76,4.0,fuel,online,ES,39.0,,
TXN-000416,CUST-0307,2026-02-21,13.41,5.0,electronics,online,GB,28.0,4327.0,
TXN-000417,CUST-0161,2026-05-16,23.76,1.0,restaurants,online,FR,,519.0,
TXN-000418,CUST-0153,2026-02-27,78.72,1.0,healthcare,online,US,75.0,1392.0,
TXN-000419,CUST-0079,2026-03-18,37.24,11.0,utilities,mobile,FR,69.0,,
TXN-000420,CUST-0191,2026-06-12,16.24,11.0,travel,online,NL,50.0,,
TXN-000421,CUST-0239,2026-06-26,13.76,3.0,healthcare,online,DE,23.0,2816.0,
TXN-000422,CUST-0020,2026-03-04,28.71,9.0,utilities,online,GB,59.0,976.0,
TXN-000423,CUST-0258,2026-01-27,19.31,1.0,utilities,online,US,52.0,,VIP
TXN-000424,CUST-0295,2026-01-11,67.87,4.0,fuel,online,DE,41.0,,
TXN-000425,CUST-0345,2026-06-12,25.0,4.0,travel,in_store,US,49.0,3217.0,
TXN-000426,CUST-0224,2026-04-26,34.89,3.0,utilities,mobile,GB,30.0,,
TXN-000427,CUST-0125,2026-05-17,10.91,1.0,travel,in_store,NL,77.0,1863.0,
TXN-000428,CUST-0293,2026-04-29,45.78,3.0,utilities,in_store,NL,,,
TXN-000429,CUST-0026,2026-04-08,51.65,9.0,utilities,online,GB,26.0,,
TXN-000430,CUST-0303,2026-02-08,8.56,5.0,utilities,in_store,DE,53.0,1928.0,
TXN-000431,CUST-0392,2026-04-21,17.86,8.0,electronics,mobile,NL,50.0,3183.0,
TXN-000432,CUST-0015,2026-02-21,16.28,2.0,restaurants,online,GB,81.0,2085.0,
TXN-000433,CUST-0157,2026-05-10,11.31,3.0,travel,in_store,US,60.0,,
TXN-000434,CUST-0200,2026-03-12,70.39,11.0,healthcare,in_store,FR,63.0,1646.0,
TXN-000435,CUST-0364,2026-01-08,2.41,4.0,travel,mobile,US,19.0,,
TXN-000436,CUST-0122,2026-05-24,15.08,5.0,travel,in_store,US,,,
TXN-000437,CUST-0144,2026-01-20,48.37,2.0,fuel,in_store,NL,47.0,4136.0,
TXN-000438,CUST-0177,2026-03-28,18.26,2.0,restaurants,in_store,US,52.0,,SPRING10
TXN-000439,CUST-0132,2026-05-08,6.1,5.0,fuel,online,FR,,,
TXN-000440,CUST-0294,2026-04-18,11.72,6.0,fuel,online,ES,43.0,,
TXN-000441,CUST-0299,2026-03-22,16.8,2.0,fuel,online,GB,60.0,,
TXN-000442,CUST-0271,2026-05-08,49.74,5.0,electronics,online,US,72.0,2436.0,
TXN-000443,CUST-0158,2026-03-26,80.84,6.0,healthcare,mobile,ES,18.0,,
TXN-000444,CUST-0181,2026-01-18,16.45,9.0,restaurants,online,FR,52.0,2115.0,
TXN-000445,CUST-0164,2026-04-03,14.35,8.0,utilities,in_store,GB,,,
TXN-000446,CUST-0344,2026-01-07,9.3,8.0,healthcare,online,US,72.0,,
TXN-000447,CUST-0319,2026-05-18,12.14,11.0,restaurants,online,FR,49.0,1309.0,
TXN-000448,CUST-0382,2026-06-12,25.11,5.0,utilities,mobile,GB,46.0,3915.0,
TXN-000449,CUST-0031,2026-01-24,21.76,5.0,travel,online,FR,64.0,,WELCOME
TXN-000450,CUST-0089,2026-04-19,11.98,10.0,travel,online,FR,34.0,,
TXN-000451,CUST-0132,2026-06-19,16.23,3.0,travel,online,NL,51.0,2253.0,
TXN-000452,CUST-0170,2026-02-07,72.6,6.0,fuel,in_store,US,78.0,2016.0,
TXN-000453,CUST-0398,2026-06-26,22.06,2.0,healthcare,in_store,NL,42.0,2911.0,VIP
TXN-000454,CUST-0382,2026-01-21,9.41,5.0,healthcare,online,DE,62.0,,
TXN-000455,CUST-0075,2026-03-19,28.78,9.0,healthcare,online,DE,48.0,,WELCOME
TXN-000456,CUST-0201,2026-03-02,7.88,3.0,fuel,online,FR,67.0,4116.0,
TXN-000457,CUST-0158,2026-03-24,10.92,4.0,travel,online,DE,66.0,,
TXN-000458,,,,,,,,,4911.0,
TXN-000459,CUST-0021,2026-03-20,42.44,1.0,groceries,in_store,DE,69.0,,
TXN-000460,CUST-0301,2026-01-04,58.46,11.0,electronics,in_store,GB,56.0,,
TXN-000461,CUST-0114,2026-02-05,15.17,7.0,utilities,in_store,US,48.0,4309.0,WELCOME
TXN-000462,CUST-0038,2026-06-18,34.75,7.0,travel,in_store,GB,,,
TXN-000463,CUST-0219,2026-03-08,19.59,7.0,restaurants,in_store,GB,24.0,,
TXN-000464,CUST-0015,2026-02-15,11.2,6.0,groceries,in_store,US,36.0,2885.0,
TXN-000465,CUST-0211,2026-05-30,55.59,4.0,electronics,online,GB,67.0,,
TXN-000466,CUST-0026,2026-06-21,48.45,11.0,groceries,mobile,GB,74.0,3485.0,
TXN-000467,CUST-0226,2026-04-16,99.03,8.0,groceries,in_store,US,28.0,1957.0,
TXN-000468,CUST-0382,2026-01-26,20.45,9.0,healthcare,in_store,ES,,283.0,
TXN-000469,CUST-0064,2026-02-08,39.82,1.0,fuel,in_store,NL,51.0,4649.0,
TXN-000470,CUST-0371,2026-03-11,10.81,6.0,healthcare,in_store,US,62.0,,
TXN-000471,CUST-0353,2026-05-04,32.78,3.0,groceries,in_store,US,,,
TXN-000472,CUST-0173,2026-03-17,34.44,3.0,electronics,online,US,69.0,2405.0,
TXN-000473,CUST-0147,2026-06-03,63.83,2.0,electronics,in_store,US,,3113.0,
TXN-000474,CUST-0300,2026-01-31,18.19,9.0,fuel,online,ES,41.0,2357.0,SPRING10
TXN-000475,CUST-0081,2026-05-13,70.09,10.0,travel,in_store,DE,,3242.0,
TXN-000476,CUST-0175,2026-01-03,25.84,6.0,fuel,in_store,DE,81.0,4100.0,
TXN-000477,CUST-0356,2026-01-25,16.49,4.0,restaurants,mobile,GB,47.0,,
TXN-000478,CUST-0077,2026-06-02,36.82,3.0,healthcare,online,DE,24.0,,
TXN-000479,CUST-0266,2026-05-20,4.93,3.0,healthcare,online,GB,61.0,,
TXN-000480,CUST-0162,2026-05-18,107.52,7.0,utilities,in_store,NL,67.0,308.0,
TXN-000481,CUST-0197,2026-02-05,10.35,3.0,healthcare,in_store,US,48.0,2254.0,
TXN-000482,CUST-0350,2026-04-27,7.9,9.0,electronics,mobile,US,42.0,3045.0,
TXN-000483,CUST-0315,2026-05-08,15.47,8.0,travel,online,FR,58.0,4778.0,
TXN-000484,CUST-0224,2026-04-16,25.77,8.0,healthcare,in_store,US,44.0,,
TXN-000485,CUST-0235,2026-04-23,12.58,8.0,travel,in_store,DE,44.0,4287.0,
TXN-000486,CUST-0234,2026-06-06,37.19,10.0,healthcare,in_store,GB,,,
TXN-000487,CUST-0127,2026-02-26,20.68,9.0,groceries,in_store,GB,36.0,,
TXN-000488,CUST-0378,2026-04-21,10.63,5.0,utilities,in_store,DE,59.0,4845.0,VIP
TXN-000489,CUST-0165,2026-06-23,7.75,10.0,restaurants,in_store,GB,39.0,,
TXN-000490,CUST-0053,2026-03-16,11.61,10.0,healthcare,in_store,GB,66.0,2979.0,
TXN-000491,CUST-0275,2026-04-13,11.32,11.0,fuel,in_store,NL,34.0,,
TXN-000492,CUST-0057,2026-06-06,15.08,5.0,utilities,in_store,GB,38.0,1752.0,
TXN-000493,CUST-0197,2026-01-15,9.06,1.0,fuel,in_store,GB,56.0,2576.0,
TXN-000494,CUST-0013,2026-05-26,16.49,2.0,travel,online,GB,52.0,2362.0,SPRING10
TXN-000495,CUST-0162,2026-05-01,16.69,1.0,utilities,mobile,FR,57.0,1210.0,
TXN-000496,CUST-0116,2026-01-19,39.9,1.0,travel,mobile,GB,64.0,1453.0,
TXN-000497,CUST-0082,2026-03-13,61.02,7.0,electronics,in_store,FR,54.0,1608.0,
TXN-000498,CUST-0117,2026-05-12,19.22,2.0,electronics,in_store,US,49.0,,
TXN-000499,CUST-0195,2026-04-09,67.75,11.0,travel,in_store,FR,37.0,,
TXN-000500,CUST-0382,2026-05-30,59.15,3.0,utilities,in_store,GB,36.0,836.0,
